city_name,seismic_level,risk_percent
Houston,5,90.95
Columbus,5,80.51
Santa Ana,1,54.71
Austin,2,33.70
Raleigh,2,31.63
Kansas City,5,53.50
Laredo,4,19.51
Anaheim,3,33.02
Jersey City,3,43.25
Houston,5,53.49
Jacksonville,4,14.66
Mesa,5,71.23
Jersey City,2,98.20
Greensboro,5,22.37
New Orleans,2,80.14
New Orleans,3,29.95
Tulsa,3,11.71
Arlington,2,12.98
Las Vegas,3,90.85
Jacksonville,4,18.25
New York,1,82.99
Lexington,3,31.03
Honolulu,2,53.16
Riverside,3,99.21
Minneapolis,1,
Oakland,4,18.93
Fort Wayne,5,32.01
Riverside,3,65.45
Baltimore,4,18.56
Arlington,2,19.57
Greensboro,2,70.05
Oakland,2,88.14
Tulsa,1,52.50
Honolulu,1,13.90
Toledo,4,
Wichita,3,57.30
Los Angeles,1,74.69
Oakland,5,47.12
Pittsburgh,1,36.18
San Diego,4,76.83
Atlanta,4,61.99
Cincinnati,1,15.44
Stockton,1,37.55
San Jose,2,88.13
Indianapolis,3,27.91
Omaha,4,19.42
Albuquerque,1,29.88
Saint Paul,5,95.30
Saint Paul,1,45.27
Philadelphia,1,99.35
Kansas City,3,84.14
Albuquerque,2,
Laredo,4,41.68
Oakland,3,
Boston,4,24.11
San Francisco,1,24.28
Stockton,2,48.02
Colorado Springs,1,48.74
San Jose,1,66.78
Washington,5,27.30
Fresno,1,99.66
Arlington,4,41.96
Aurora,1,34.15
Greensboro,1,92.11
Aurora,2,35.88
Stockton,1,85.73
Greensboro,1,64.78
Santa Ana,5,17.60
Atlanta,5,78.84
Houston,5,49.95
Cincinnati,3,20.97
Lexington,4,69.83
Irvine,1,83.70
Boston,2,91.82
Miami,1,15.37
Washington,2,
Anaheim,2,
Jacksonville,5,48.06
Tampa,4,20.58
Minneapolis,5,57.47
Lexington,2,12.46
Honolulu,1,14.10
Mesa,1,
Fresno,4,49.85
Orlando,2,77.09
Memphis,2,82.78
Stockton,1,56.61
Raleigh,4,46.22
Tucson,2,43.81
Anaheim,1,79.44
Arlington,3,
New York,1,25.21
Miami,2,12.99
Aurora,3,79.53
Aurora,2,20.42
Oklahoma City,5,
Mesa,4,10.13
Chula Vista,4,73.63
St. Louis,2,71.08
Saint Paul,5,54.53
New York,5,
Mesa,5,30.61
Oklahoma City,3,21.18
Aurora,1,54.93
Tucson,3,69.26
Los Angeles,2,66.90
New Orleans,3,18.56
Sacramento,4,16.84
St. Petersburg,3,93.85
Stockton,1,30.24
Honolulu,2,79.31
Chula Vista,5,48.36
Toledo,5,63.98
New Orleans,3,
New Orleans,5,27.91
Omaha,2,68.76
Kansas City,4,31.00
Santa Ana,5,50.53
Plano,5,12.35
Seattle,1,46.37
Albuquerque,3,51.11
Cleveland,5,17.78
New York,2,82.18
Irvine,3,55.67
Tucson,1,52.08
Cleveland,2,30.88
Portland,4,38.93
Colorado Springs,4,78.13
Milwaukee,5,84.83
Dallas,5,70.17
Durham,2,78.29
Chula Vista,2,27.89
New Orleans,1,80.43
Stockton,1,53.67
Lincoln,2,28.15
Lexington,5,70.75
Plano,3,27.12
Riverside,2,66.52
Seattle,4,62.58
San Antonio,1,
San Antonio,2,85.95
Seattle,5,35.86
Washington,4,
New York,3,54.59
San Antonio,5,22.49
Fresno,2,47.98
Miami,2,78.18
Riverside,5,60.19
St. Louis,5,
Kansas City,3,79.29
St. Louis,3,32.88
Plano,3,46.70
Fort Wayne,4,66.64
Omaha,2,
Indianapolis,3,99.11
Omaha,1,42.15
Sacramento,5,74.99
Santa Ana,4,77.06
Riverside,3,74.39
Pittsburgh,2,51.24
Corpus Christi,1,66.20
Aurora,1,91.43
Pittsburgh,1,53.89
Los Angeles,4,16.53
Tucson,2,93.72
Miami,3,13.19
Lexington,1,77.12
Tulsa,5,83.90
Albuquerque,4,87.62
Stockton,3,66.76
Chula Vista,4,83.75
St. Petersburg,2,55.76
Lexington,3,82.94
Memphis,3,94.55
Tucson,1,33.53
Honolulu,2,22.60
Albuquerque,1,74.47
Fresno,3,32.73
San Diego,5,98.69
Durham,2,69.83
Jersey City,1,90.55
Fort Wayne,1,53.37
New York,4,87.55
Jersey City,3,13.18
Phoenix,2,22.99
Columbus,3,28.55
Jacksonville,2,99.33
Lincoln,2,17.55
Lexington,5,69.79
Miami,5,43.46
Boston,3,76.72
Stockton,2,16.24
Denver,2,11.21
Aurora,5,27.21
Riverside,3,56.12
Albuquerque,5,74.29
Plano,5,48.48
Anchorage,5,74.89
Columbus,4,21.69
St. Louis,3,55.67
Detroit,2,45.52
Corpus Christi,4,19.27
Seattle,4,32.32
Wichita,2,62.62
New York,2,25.75
Jersey City,4,35.22
San Diego,5,20.12
Tucson,3,42.85
Sacramento,1,14.12
New Orleans,5,12.94
Austin,2,75.34
Chula Vista,3,78.63
Detroit,4,50.49
San Jose,5,98.10
New York,4,81.05
Anchorage,5,79.47
Mesa,4,75.98
San Francisco,1,43.73
Phoenix,2,73.55
Plano,4,88.63
Omaha,3,88.19
Aurora,1,48.88
Columbus,1,94.93
Omaha,1,55.19
Austin,1,59.44
Greensboro,1,30.68
Jacksonville,5,40.34
Durham,2,25.37
Columbus,5,14.58
Raleigh,2,80.40
Wichita,5,52.88
Jacksonville,2,43.29
Omaha,3,52.66
Corpus Christi,1,33.61
San Jose,5,
Colorado Springs,3,52.79
Anchorage,5,91.55
Phoenix,1,74.34
Henderson,4,73.45
Washington,3,58.89
Tulsa,4,39.79
Denver,4,43.72
Phoenix,5,53.09
Jersey City,2,61.65
Corpus Christi,5,15.50
Baltimore,1,18.99
Houston,3,22.22
Las Vegas,4,96.05
Miami,5,54.84
Tampa,5,65.91
Virginia Beach,3,74.35
Portland,3,78.36
Atlanta,2,45.54
Fresno,3,64.05
Charlotte,3,92.14
Austin,1,25.67
Washington,2,10.35
Raleigh,5,
Sacramento,4,
Lexington,1,53.03
Denver,1,64.31
New Orleans,4,27.32
Louisville,3,29.99
Denver,5,81.57
Raleigh,5,21.39
Louisville,5,84.09
Phoenix,2,
Indianapolis,2,61.34
Newark,4,52.58
Aurora,4,
Colorado Springs,4,11.15
Cleveland,3,14.31
Sacramento,2,42.38
Kansas City,4,59.09
Arlington,5,83.06
Anchorage,3,41.91
Saint Paul,1,13.51
Milwaukee,4,65.73
Colorado Springs,2,52.63
Lincoln,1,47.90
Denver,5,
San Diego,5,18.23
Orlando,1,35.11
Aurora,4,46.01
Long Beach,5,10.17
Laredo,5,91.60
Houston,4,98.53
Chula Vista,3,59.23
St. Petersburg,1,
Philadelphia,5,79.61
Stockton,1,29.67
Fresno,5,64.42
Plano,1,85.25
Las Vegas,3,11.81
Long Beach,2,20.58
Charlotte,2,40.27
Washington,1,85.64
Los Angeles,4,37.32
Louisville,5,
Pittsburgh,4,57.68
Miami,3,66.69
New York,4,20.70
Atlanta,4,62.37
Mesa,5,
Denver,4,67.01
Portland,4,38.16
Colorado Springs,2,35.71
Sacramento,3,43.35
Denver,1,80.57
Raleigh,4,68.33
Irvine,3,50.87
Plano,5,46.89
St. Petersburg,5,62.52
Irvine,2,98.03
Milwaukee,3,99.53
Oakland,5,83.10
Los Angeles,1,70.16
St. Petersburg,1,75.04
Laredo,5,82.82
Laredo,4,59.75
Charlotte,3,82.43
Denver,2,68.92
Columbus,5,98.93
Riverside,5,90.52
Honolulu,1,37.71
Boston,1,39.31
Corpus Christi,2,27.12
El Paso,1,66.97
Fort Worth,4,20.49
Newark,3,31.79
Toledo,5,12.05
Saint Paul,4,90.34
Virginia Beach,4,44.60
Fort Wayne,2,89.38
Chicago,4,53.31
St. Louis,5,83.29
Irvine,5,64.58
Albuquerque,3,
Anaheim,4,15.64
El Paso,4,
Jacksonville,2,
Philadelphia,2,89.39
Baltimore,5,52.82
Toledo,1,
Chula Vista,3,35.60
Columbus,1,31.65
Miami,2,31.97
Los Angeles,4,
Mesa,5,51.76
St. Petersburg,4,64.37
Los Angeles,3,19.55
Tulsa,5,
Denver,3,68.92
Tampa,4,86.22
Anaheim,4,83.16
El Paso,2,31.74
Arlington,2,81.65
Corpus Christi,1,88.01
Louisville,5,36.02
Stockton,5,
Laredo,3,55.89
Las Vegas,4,75.63
Colorado Springs,5,69.23
Orlando,3,51.48
Corpus Christi,3,
San Diego,5,12.64
Chula Vista,1,63.63
Columbus,3,11.94
Chula Vista,3,
Kansas City,1,87.83
Charlotte,4,73.37
New York,2,70.56
Columbus,3,
Phoenix,2,66.88
Chicago,5,62.22
Miami,2,45.18
San Diego,3,15.06
Raleigh,4,47.10
Mesa,4,92.83
Las Vegas,4,22.97
Detroit,5,57.23
Chicago,2,54.90
Tampa,5,20.46
Fort Worth,3,39.70
New York,2,45.02
Fort Worth,2,74.69
Orlando,5,89.32
Austin,1,12.12
Las Vegas,1,95.46
San Antonio,5,40.94
Portland,1,41.12
Mesa,2,94.99
Minneapolis,1,23.02
Fort Worth,4,34.31
Memphis,2,79.41
Saint Paul,1,36.14
St. Louis,1,17.23
Kansas City,3,17.00
Oakland,3,38.71
Anaheim,5,54.39
Irvine,5,11.92
Orlando,5,75.21
Orlando,1,54.07
Jacksonville,1,93.92
Boston,3,71.39
Laredo,1,93.27
Oklahoma City,3,25.49
Omaha,1,50.00
Santa Ana,4,85.27
San Diego,4,82.71
El Paso,3,83.78
Durham,2,98.30
New Orleans,3,82.62
Raleigh,5,57.06
Albuquerque,4,90.07
Bakersfield,4,
Memphis,2,48.25
Milwaukee,5,34.79
San Francisco,5,61.90
Las Vegas,4,43.40
Jacksonville,2,60.02
Indianapolis,4,83.68
Santa Ana,3,
New Orleans,4,35.92
Memphis,1,78.60
Memphis,5,35.21
Las Vegas,2,98.04
Charlotte,2,59.67
Mesa,1,82.77
Santa Ana,1,56.37
Henderson,2,
Greensboro,2,41.50
Louisville,4,28.78
Anaheim,5,75.20
Lincoln,3,51.60
Tulsa,5,53.21
Plano,5,22.85
New York,1,44.38
El Paso,2,35.21
Orlando,4,24.05
Pittsburgh,1,27.77
Phoenix,5,67.10
Plano,2,99.76
Cleveland,2,92.35
Chicago,1,91.23
Anaheim,2,88.48
Kansas City,1,64.63
Milwaukee,3,78.57
Tampa,5,10.05
St. Petersburg,3,56.67
Anaheim,3,96.52
Santa Ana,4,66.99
Boston,3,27.18
Lincoln,4,21.60
Philadelphia,3,57.22
Portland,3,86.26
Nashville,5,16.88
Chula Vista,4,
New Orleans,3,52.20
St. Petersburg,5,50.06
Cincinnati,2,84.89
San Diego,3,67.57
Washington,2,85.77
Dallas,4,95.89
Pittsburgh,1,62.01
Fresno,3,10.81
Fort Wayne,5,38.02
Fresno,2,12.64
Washington,4,65.20
Nashville,5,87.04
Milwaukee,2,97.60
Henderson,5,10.40
Arlington,3,73.19
Jacksonville,1,56.31
Los Angeles,5,48.44
Arlington,4,20.29
Lexington,3,87.27
New Orleans,5,94.67
Kansas City,1,20.09
Los Angeles,3,49.56
San Antonio,5,62.79
El Paso,1,54.40
Albuquerque,4,14.80
Lexington,5,84.64
Albuquerque,5,79.25
Austin,4,
Laredo,4,
Honolulu,3,
Baltimore,1,47.16
Indianapolis,1,53.87
Chicago,3,68.71
Durham,5,69.21
Boston,2,68.09
Sacramento,3,17.34
Santa Ana,1,
Riverside,1,93.06
Los Angeles,4,75.75
Chicago,3,60.95
Tulsa,5,96.59
Honolulu,2,90.72
St. Petersburg,3,16.56
Fort Worth,1,88.82
Wichita,2,
Memphis,4,62.61
Sacramento,3,32.79
Irvine,2,83.00
Chicago,4,46.12
Laredo,2,95.05
Los Angeles,5,17.53
Laredo,2,
Wichita,1,17.46
Washington,2,11.61
Aurora,5,
Fresno,2,19.97
New Orleans,1,94.09
Houston,4,15.23
Austin,1,19.71
New Orleans,4,36.13
Arlington,2,57.42
Fort Wayne,2,90.80
Minneapolis,3,38.79
Detroit,2,
Toledo,3,53.59
Anaheim,2,
Plano,5,61.64
San Diego,1,11.28
Minneapolis,5,
Cleveland,2,15.04
Miami,1,38.36
Houston,5,86.65
Phoenix,4,
Pittsburgh,3,58.20
Corpus Christi,5,46.36
Fresno,2,19.83
Baltimore,4,62.32
Chula Vista,1,13.48
Charlotte,2,33.77
Raleigh,4,74.00
Mesa,4,70.68
St. Petersburg,3,30.92
Washington,5,12.70
San Diego,2,28.37
Las Vegas,5,23.15
Seattle,3,
Saint Paul,4,59.59
Boston,1,49.46
Indianapolis,3,15.53
Milwaukee,3,75.84
Stockton,3,
Anchorage,5,89.44
Albuquerque,3,38.90
Laredo,5,14.08
Chicago,2,51.23
Irvine,1,15.60
El Paso,2,78.72
Jersey City,1,53.27
Denver,2,90.10
Philadelphia,3,23.53
Las Vegas,1,97.74
Wichita,2,62.38
Phoenix,1,11.83
Fort Wayne,2,47.99
Arlington,5,23.46
Phoenix,1,10.87
Omaha,4,20.63
Jersey City,1,99.36
Sacramento,2,46.18
San Jose,3,67.27
Newark,4,20.18
Lexington,1,61.70
Albuquerque,2,12.92
Nashville,2,50.04
Anchorage,4,74.05
Santa Ana,3,40.70
St. Louis,5,82.99
Washington,3,14.82
Cleveland,2,93.25
Albuquerque,3,
Charlotte,1,14.05
Miami,1,82.83
Kansas City,3,21.02
Plano,2,98.56
Atlanta,2,62.73
Fort Worth,4,29.22
Austin,2,21.70
Memphis,5,99.36
San Jose,1,88.24
Colorado Springs,2,85.72
New Orleans,5,81.73
Philadelphia,1,12.61
Columbus,3,50.54
Minneapolis,3,
San Diego,4,36.73
Orlando,1,78.29
Charlotte,5,
San Francisco,5,26.12
Atlanta,1,11.36
Tampa,4,68.83
Tampa,3,21.51
St. Petersburg,2,28.97
Washington,4,62.90
Pittsburgh,1,17.73
Stockton,4,56.19
Tucson,1,59.92
Omaha,4,77.74
Phoenix,5,92.73
Henderson,3,11.72
Wichita,4,98.44
Wichita,1,
Albuquerque,1,81.78
Bakersfield,3,45.28
Washington,5,49.28
Fort Worth,4,20.52
Chicago,3,39.87
New Orleans,3,88.61
Toledo,2,78.93
Anaheim,2,36.84
Riverside,1,40.00
Tucson,4,71.30
Mesa,1,66.20
Fresno,5,30.62
Las Vegas,1,
Las Vegas,3,31.00
Philadelphia,4,91.46
San Jose,5,12.44
Newark,2,74.16
New York,1,22.90
Orlando,3,80.51
Kansas City,3,36.42
Oklahoma City,3,32.51
El Paso,2,35.61
Philadelphia,4,69.93
New York,2,21.22
Charlotte,4,60.06
Portland,5,88.64
Stockton,5,62.94
Fresno,2,31.15
Columbus,2,20.50
Oklahoma City,3,52.12
Durham,5,
Baltimore,3,69.26
El Paso,1,70.54
Detroit,1,
Orlando,4,89.96
Kansas City,4,
Mesa,4,55.15
Chicago,2,42.95
Philadelphia,1,23.57
Oklahoma City,1,51.52
Chula Vista,2,
Plano,3,65.33
Detroit,1,70.01
Arlington,4,68.67
Washington,4,15.48
Lincoln,3,11.82
Raleigh,3,60.62
Saint Paul,5,72.11
San Jose,5,14.85
Omaha,5,38.91
Honolulu,2,57.77
Atlanta,1,93.86
Aurora,4,31.84
Riverside,4,
Cleveland,1,73.23
Washington,5,63.94
New Orleans,1,60.98
Chula Vista,4,79.42
Washington,2,21.67
Oakland,4,20.65
Greensboro,4,
Saint Paul,2,26.70
Chula Vista,4,78.36
Irvine,3,44.79
Louisville,4,10.40
Denver,2,89.38
Tampa,2,24.27
Sacramento,1,42.26
San Jose,5,40.18
Chula Vista,5,
Henderson,5,
Newark,1,63.15
Denver,2,54.87
Irvine,1,77.67
San Antonio,5,89.67
San Jose,2,62.82
Oakland,3,88.59
Toledo,1,89.83
Riverside,5,86.42
Irvine,1,22.14
Las Vegas,4,20.95
Tulsa,5,36.68
El Paso,2,67.19
Greensboro,3,21.54
Miami,1,27.67
Greensboro,4,77.29
Pittsburgh,3,13.86
Memphis,4,84.29
Arlington,5,80.18
Anchorage,5,90.35
Orlando,5,
Jacksonville,4,41.70
Plano,5,17.57
Albuquerque,4,33.27
Riverside,1,60.79
Long Beach,3,39.13
Bakersfield,2,45.88
Chicago,3,83.77
Lexington,3,83.35
Anchorage,1,71.03
Irvine,2,84.59
Tucson,3,94.37
Honolulu,5,
Seattle,4,13.02
San Antonio,4,86.68
Orlando,2,58.96
Austin,2,82.16
Pittsburgh,2,
Washington,4,36.15
New York,1,
San Antonio,3,25.04
Columbus,3,63.03
Lexington,1,53.15
Honolulu,4,67.04
Fresno,2,59.24
Los Angeles,3,
Houston,5,21.05
Oklahoma City,4,62.46
Omaha,3,43.73
Fort Worth,2,82.57
Austin,4,82.97
Laredo,2,
Stockton,5,51.89
San Diego,2,13.96
Oakland,1,97.07
Phoenix,2,12.43
Cleveland,2,51.02
San Francisco,5,90.24
Baltimore,3,40.59
Greensboro,4,61.57
Philadelphia,5,86.90
Santa Ana,2,66.74
El Paso,1,61.61
Columbus,2,76.84
Cleveland,4,59.24
Tucson,5,
Charlotte,3,73.80
Henderson,1,16.13
Nashville,3,20.32
Austin,5,75.24
Portland,1,87.14
Boston,4,
Atlanta,1,46.41
Austin,3,42.80
Chula Vista,5,11.56
Anchorage,1,
Phoenix,5,81.90
Santa Ana,4,26.90
Atlanta,4,28.26
Tucson,4,
Stockton,5,68.61
Pittsburgh,3,54.88
Wichita,3,70.87
Los Angeles,1,70.17
Phoenix,2,76.86
Fort Worth,1,90.87
New Orleans,5,97.09
Denver,3,62.09
San Antonio,4,15.67
Greensboro,2,81.85
El Paso,4,67.27
Denver,1,
Honolulu,4,21.53
Plano,4,18.64
Plano,3,68.62
Boston,5,42.72
Kansas City,3,
Riverside,5,95.40
Aurora,1,64.61
New York,2,16.79
Las Vegas,4,
Greensboro,2,
Houston,1,70.72
Tampa,3,
Bakersfield,1,97.35
Arlington,3,
Tucson,1,90.31
Lincoln,2,76.18
Lincoln,4,98.99
Stockton,4,40.84
Saint Paul,4,69.56
Memphis,3,21.94
St. Petersburg,3,65.73
Phoenix,1,38.29
Orlando,4,25.06
Baltimore,4,77.76
Los Angeles,4,87.69
St. Petersburg,4,62.51
Columbus,2,54.58
Colorado Springs,5,58.36
El Paso,5,95.72
Lexington,4,24.21
Albuquerque,3,23.14
Arlington,3,94.75
Boston,2,61.77
Las Vegas,5,35.73
San Francisco,5,80.73
St. Petersburg,5,16.57
Saint Paul,4,95.31
Toledo,2,12.77
Plano,4,95.06
Anaheim,2,63.98
Nashville,4,26.22
Corpus Christi,2,63.98
St. Louis,1,47.12
San Jose,2,68.40
Omaha,3,82.19
San Jose,3,61.22
Chicago,2,81.27
Durham,2,82.16
Jacksonville,3,81.57
Fresno,2,67.46
Santa Ana,1,41.64
Saint Paul,1,71.04
Sacramento,1,86.57
Laredo,5,48.96
Jersey City,4,46.76
Los Angeles,5,48.51
Plano,4,17.57
Cincinnati,4,
Orlando,1,71.84
Miami,1,60.98
Philadelphia,1,28.72
Laredo,3,11.54
Detroit,2,18.24
Detroit,4,39.25
Fresno,4,21.34
Wichita,2,52.29
Memphis,2,50.78
Santa Ana,2,36.02
Colorado Springs,5,74.19
Toledo,4,19.86
Charlotte,5,62.58
Laredo,1,88.52
Saint Paul,2,21.82
Chicago,5,26.96
Corpus Christi,1,
Henderson,5,72.10
Memphis,5,50.04
Aurora,5,
Boston,4,51.83
Fort Wayne,5,54.33
Dallas,3,86.39
Washington,1,72.74
Bakersfield,2,46.33
Arlington,5,33.01
Durham,1,31.09
Detroit,4,28.94
San Jose,1,40.37
San Antonio,5,44.68
Houston,4,
Nashville,1,46.06
Aurora,4,
Santa Ana,1,62.56
Baltimore,3,
Portland,4,20.22
Cleveland,5,91.35
Tucson,4,86.67
Cleveland,1,83.35
Atlanta,2,98.92
Tucson,5,47.78
Milwaukee,3,44.83
Fresno,4,11.54
Indianapolis,5,38.91
Fresno,3,84.66
Orlando,1,
Long Beach,3,14.82
Houston,5,58.06
Bakersfield,3,35.90
Milwaukee,4,72.64
Aurora,4,13.15
Jacksonville,5,95.80
Lincoln,1,99.69
Pittsburgh,5,64.52
Virginia Beach,5,88.85
San Antonio,2,
Corpus Christi,2,35.09
Omaha,4,45.31
Indianapolis,2,49.50
Oakland,5,22.92
Wichita,4,60.56
Pittsburgh,3,76.74
Boston,2,43.33
Memphis,2,25.56
Tucson,3,42.92
Memphis,2,63.74
Long Beach,3,19.00
Columbus,5,61.63
Honolulu,2,59.04
Detroit,1,30.14
Arlington,5,65.42
Fort Wayne,4,67.50
San Diego,2,43.76
Memphis,4,
El Paso,3,64.18
Milwaukee,3,95.92
San Jose,5,64.25
Washington,1,42.79
Memphis,4,56.35
Fort Wayne,4,26.65
Jacksonville,5,90.11
Houston,2,67.43
Fort Wayne,1,73.55
Lexington,5,61.96
St. Petersburg,1,67.35
Colorado Springs,2,20.40
Baltimore,4,27.28
Wichita,5,82.74
Philadelphia,2,65.29
Phoenix,3,85.96
Cincinnati,3,95.57
Corpus Christi,1,16.74
Portland,1,26.03
Albuquerque,1,48.12
Santa Ana,5,97.04
Philadelphia,4,40.31
Albuquerque,3,17.02
San Antonio,4,51.90
Jacksonville,2,34.69
Jersey City,5,68.04
Tampa,1,
Sacramento,1,86.84
Detroit,2,47.45
Atlanta,2,
Albuquerque,5,26.89
Arlington,3,11.86
Cincinnati,1,62.29
Philadelphia,2,73.99
Anchorage,1,67.91
Jacksonville,1,51.58
Baltimore,3,47.16
New York,1,94.37
San Jose,5,56.11
Chicago,1,22.00
Portland,3,96.88
Plano,3,11.97
Arlington,2,12.35
Jacksonville,5,99.37
Plano,2,93.50
San Antonio,5,30.35
New Orleans,1,32.32
Pittsburgh,4,19.91
Fort Wayne,2,54.88
Fresno,4,77.80
Jersey City,3,27.70
Santa Ana,1,85.44
Omaha,1,54.97
Laredo,1,89.68
Fort Worth,4,21.51
Omaha,4,12.99
Anchorage,4,95.12
Laredo,4,33.89
Portland,1,86.45
New York,1,49.02
Long Beach,2,86.78
Miami,3,73.54
Arlington,5,87.34
Boston,2,99.70
Oklahoma City,3,50.52
Fort Wayne,5,
Boston,2,60.77
Las Vegas,2,37.02
El Paso,2,93.69
St. Louis,1,54.64
Lincoln,4,88.76
Chula Vista,5,
Milwaukee,5,87.90
Baltimore,5,
New Orleans,2,21.74
Philadelphia,4,27.92
Las Vegas,2,12.50
Newark,1,67.13
Austin,2,56.81
Greensboro,5,62.10
Fort Worth,5,90.06
San Jose,4,90.83
Irvine,4,79.30
Bakersfield,3,38.15
Raleigh,5,99.24
Atlanta,5,78.25
Orlando,5,10.73
Charlotte,4,93.34
San Diego,5,86.87
San Diego,2,65.79
Baltimore,4,77.95
Fort Worth,5,81.48
Philadelphia,3,82.06
Toledo,3,
Cincinnati,5,88.67
Milwaukee,3,13.71
Wichita,4,82.04
Fort Worth,5,31.23
New Orleans,3,15.46
Greensboro,1,90.74
Seattle,1,11.64
Chula Vista,2,16.46
Austin,5,48.09
Las Vegas,2,45.87
Bakersfield,2,
Saint Paul,1,17.00
Detroit,2,78.10
Houston,4,17.69
St. Louis,4,93.17
Chicago,4,72.92
Jacksonville,3,
Bakersfield,1,15.32
Pittsburgh,4,96.93
Fresno,5,27.77
Miami,2,30.09
Oklahoma City,4,16.94
Philadelphia,3,47.75
Indianapolis,5,87.07
Philadelphia,1,
Dallas,3,58.06
New York,5,
Oakland,3,68.95
Arlington,2,14.43
Fort Worth,2,53.47
Houston,3,43.52
Santa Ana,3,52.68
Durham,5,57.49
Boston,5,97.34
Stockton,4,48.19
Greensboro,4,11.00
Anaheim,2,18.65
Seattle,4,56.31
Los Angeles,1,44.79
Nashville,1,80.95
Greensboro,3,42.93
Tucson,2,25.68
Toledo,1,25.46
Detroit,5,56.09
Tampa,2,
El Paso,5,74.60
Greensboro,3,24.56
Henderson,5,
Colorado Springs,4,68.08
Fort Worth,4,
Atlanta,2,48.33
Irvine,2,39.88
Miami,3,95.39
Dallas,4,57.17
Laredo,2,
Riverside,5,68.17
Chula Vista,1,14.03
Toledo,4,87.52
Washington,2,68.32
Seattle,5,97.11
Minneapolis,1,45.09
Oakland,3,50.89
Henderson,2,82.74
Dallas,3,66.30
Detroit,4,63.55
Jacksonville,4,85.84
Jersey City,1,29.28
Tulsa,2,86.06
Henderson,3,89.11
Oakland,2,72.89
Newark,3,
Baltimore,1,
Saint Paul,1,58.05
Dallas,4,56.81
Jersey City,3,56.71
Saint Paul,1,
Austin,4,82.24
Washington,3,27.01
Raleigh,4,21.39
Corpus Christi,2,94.07
Omaha,5,35.84
Fort Worth,5,
New Orleans,1,15.54
Omaha,4,19.59
Detroit,5,96.14
Fresno,1,95.94
Minneapolis,2,
Tampa,2,65.22
Seattle,1,63.52
New Orleans,2,95.90
Indianapolis,1,26.99
Plano,1,
Austin,5,33.47
Memphis,5,96.87
Pittsburgh,1,33.73
Miami,4,97.04
Anchorage,3,10.55
Austin,4,
Raleigh,5,62.39
Raleigh,5,35.51
Minneapolis,3,18.50
Toledo,3,28.31
El Paso,1,85.78
Charlotte,2,88.07
Virginia Beach,4,18.20
Milwaukee,4,69.45
Washington,5,59.66
Bakersfield,4,99.18
Chicago,1,27.09
Seattle,4,59.91
Chula Vista,1,56.72
Riverside,3,55.87
Fort Worth,2,79.31
Phoenix,4,18.60
Anaheim,1,81.02
Anchorage,4,62.19
Miami,3,56.20
Austin,4,60.07
Denver,3,40.50
Nashville,2,16.69
Chicago,4,
Miami,4,69.83
Boston,3,86.29
St. Louis,2,24.10
Nashville,2,86.05
Riverside,2,98.78
Indianapolis,2,40.84
Fresno,4,92.34
Seattle,1,71.05
Sacramento,1,21.34
Long Beach,2,60.38
San Jose,3,80.32
San Francisco,5,57.19
New York,3,
Indianapolis,4,17.08
Detroit,2,
Irvine,5,
Memphis,1,51.92
Indianapolis,4,89.43
Greensboro,4,71.12
Mesa,2,43.09
Laredo,2,35.11
Sacramento,4,44.31
Los Angeles,2,26.62
Denver,5,15.00
Long Beach,2,81.60
Cincinnati,3,32.97
Fort Wayne,3,73.31
Chula Vista,4,87.76
Atlanta,3,83.23
Memphis,2,92.97
Fort Wayne,4,92.36
Baltimore,3,93.21
Riverside,3,50.73
Henderson,1,49.66
Fort Worth,2,57.95
Jacksonville,3,41.93
Newark,4,45.42
Phoenix,4,25.19
Columbus,1,45.32
Durham,5,90.90
Las Vegas,1,
Minneapolis,1,50.41
Colorado Springs,2,43.92
Milwaukee,5,46.50
Jacksonville,1,62.97
Arlington,3,42.40
Sacramento,4,42.92
Minneapolis,5,86.37
Fort Worth,3,14.78
Charlotte,5,99.94
Santa Ana,1,10.98
Anchorage,3,18.89
Plano,5,68.88
St. Petersburg,4,91.10
Los Angeles,1,88.02
Charlotte,1,10.11
Honolulu,4,84.23
New York,4,22.11
Plano,1,60.03
Chicago,2,83.18
Corpus Christi,2,53.22
Fort Wayne,4,86.55
Detroit,4,
Lincoln,1,90.79
Indianapolis,2,18.26
Las Vegas,1,
Mesa,2,82.23
Santa Ana,5,43.43
Albuquerque,2,77.23
Cleveland,1,80.05
Jacksonville,5,29.32
Los Angeles,3,96.64
St. Petersburg,5,44.46
Long Beach,1,25.76
Omaha,4,37.08
Tucson,4,24.50
Santa Ana,3,69.06
Milwaukee,1,57.69
Raleigh,1,43.33
Corpus Christi,4,25.84
Newark,5,91.50
Irvine,5,32.98
Mesa,2,23.89
Philadelphia,3,69.39
Wichita,1,68.21
Toledo,1,69.93
Long Beach,2,54.66
Stockton,4,
Bakersfield,3,64.57
Washington,2,58.90
Boston,3,56.43
Irvine,5,82.55
New Orleans,1,63.02
Las Vegas,4,17.32
Corpus Christi,1,98.22
Charlotte,3,73.08
Arlington,1,45.24
Los Angeles,3,40.03
San Diego,3,89.73
El Paso,3,
El Paso,4,90.44
Bakersfield,4,30.94
Houston,4,23.59
Fort Worth,3,14.28
Phoenix,2,39.90
Oklahoma City,1,99.36
San Jose,5,97.71
Austin,3,97.17
Corpus Christi,3,46.94
Dallas,4,
